Tweet ID,Tweet_Text,Information_Source,Information_Type,Informativeness,First_Responder,Disaster_Type,Secondary_Annotation,,,,,,
2.77E+17,Praying for victims of #Pablo in davao and other places in phils and safety for people of Japan,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @javellanajohn: I've never seen anything like this before. #pabloph @ Compostela, Compoatela Valley http://t.co/rHuIYbXl",Eyewitness,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @miilena_mayara: - tava lá na calçada com @KlarinhaMello  , #Kalielane , @Luciene #Pablo e outros &gt;&lt;",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.77E+17,RT @gpph: We condole with the victims of typhoon Pablo. This is a very difficult time for the thousands of affected communities.. http:/ ...,Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @Greenpeace: RT @gpph: We condole with the victims of typhoon Pablo. This is a very difficult time for the thousands of affected commu...,NGOs,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,I uploaded a @YouTube video http://t.co/Y3Wl0PpX BREAKING NEWS: 400 DEAD &amp; RISING: TYPHOON Bopha RIPS through Philippines,Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,And I was hoping a minimal casualty. :( How can we help? RT @wx_k: Close to 1000 dead due to typhoon #pablo http://t.co/5I6EghQk #fb,Outsiders,Sympathy and support,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,"RT @rickycarandang: Some grim numbers from NDRMMC: Confirmed dead from typhoon Pablo/Bopha is now 456, while 533 remain unaccounted for.",Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,"RT @unicefphils: Some initial photos of the devastation brought about by Typhoon #PabloPH in New Bataan, Compostela Valley in Mindanao:  ...",NGOs,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @OxfaminPHL: 5,000 fam living in makeshift shelters in Cateel where rains are still happening. #PabloPH #OXFAM",Business,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"El hermano de #Pablo me tortura con reggaeton, muerome. ;(",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.77E+17,"The wake of Typhoon Bopha: Philippines: Typhoon Bopha, an incredibly powerful typhoon, has killed hundreds, trig... http://t.co/gg6Bc5AG",Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,RT @DigitalTyphoon: 【台風情報】台風201224号（BOPHA）は12月8日0時(JST)には北緯15.8度、東経116.2度にあって、中心の気圧は945hPa、最大風速は45メートルです。 http://t.co/sjxddU25 #bopha #T ...,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.77E+17,RT @andrewzimmern: Some days more serious than others. Praying for my Pinoy friends and family. #bopha http://t.co/1Zewfz0X,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @llainey: Help is on its way! #PabloPH http://t.co/nlCryL7G,Eyewitness,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Reading the #metro #newspaper #pray #philippines #boxing #mannypaquiao #typhoon #pablo #bopha #keepsafe #ige http://t.co/nTtYteDi,Outsiders,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @JustinTrudeau: Typhoon Bopha has claimed hundreds of lives &amp; displaced thousands. Please donate through redcross.ca http://t.co/ ...,Outsiders,Donations and volunteering,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,NASA infrared data shows Typhoon Bopha re-strengthened in South China Sea: The deadly typhoon that caused almost... http://t.co/0REAzuO8,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @WorldVisionPH: Help provide relief assistance to 8,000 families affected by Typhoon Pablo. Donate http://t.co/wGch2oNg PLS RT! http: ...",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,#PabloPH is indeed one hell of a mofo. http://t.co/aC5fVC2g,Outsiders,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"To those who have more in life,share your blessings to the unfortunate victims of typhoon pablo.GOD,ALMIGHTY will reward u back!!!!",Outsiders,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @dost_pagasa: As of 7:00 AM, the eye of Ty #PabloPH was located 360 km NW of Dagupan City (16.7N, 116.7E) and is moving NNE at 10 KPH.",Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Pacquiao dedicating the fight to the victims of Typhoon Pablo #PacMarquez #PrayForThePhilippines,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @ABSCBNNews: Sagip Kapamilya accepts aid for 'Pablo' victims #PabloPH #ReliefPH http://t.co/U0qYF97h,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @gmanews: UPDATE: #PabloPH has not yet left the Philippine Area of Responsibility (PAR). Signal no. 1 in Ilocos Sur, La Union, Pangas ...",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"[RAPPLER] 'Pablo' survivors loot shops | TAGUM, Philippines - Hungry survivors of a deadly Philippine typhoon looted... http://t.co/LBqs4DZ0",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @Pinoy_Humor: Prayers to all the people devastated by #PabloPH! I pray that May God show u the Light &amp; may God give u strength to ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @Pinoy_Humor: Prayers to all the people devastated by #PabloPH! I pray that May God show u the Light &amp; may God give u strength to ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @Pinoy_Humor: Prayers to all the people devastated by #PabloPH! I pray that May God show u the Light &amp; may God give u strength to ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,#WeatherTweet:(DEVELOPING)#PabloPH Storm Signals up over Luzon as Pablo curves back as typhoon (via @seph_ubalde),Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @Pinoy_Humor: Prayers to all the people devastated by #PabloPH! I pray that May God show u the Light &amp; may God give u strength to ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,http://t.co/ewplX8zJ Philippines Rice Crop Unaffected by Typhoon Bopha http://t.co/OdLifLbu,Media,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"[DEVELOPING STORY]PHOTO: #PabloPH image from GMA Weather, 320KM Northwest of Dagupan City. More details: (cont) http://t.co/u5gxvgTV",Media,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,I have not used my PDAF for 2012. I will therefore use this fund to help areas devastated by Typhoon Pablo. --... http://t.co/66w8PtkB,Government,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @nababaha: Latest position and track of #PabloPH http://t.co/KBN2vo65,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,guys the victims of typhoon#PabloPH needs our help. a pray is enough.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,Pagasa: #PabloPH may now pass by extreme Northern Luzon. http://t.co/JaVownUC #anc,Government,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @gmanews: RT @24_Oras: NDRRMC latest tally: 459 dead, 464 injured, 532 still missing after #Pablo. DPWH: Damage to infrastructure amo ...",Media,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,"aanyaree??? Typhoon Pablo palangga nya gd ang Pilipinas ya! Ng U-Turn pa pabalik... Aixxt., 'PRAY' lg ta aah... http://t.co/vupltsjt",Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Eh kamusta naman yung babalik si typhoon Pablo? Buhyaaaaaaaaan! &gt;.&lt;,Not applicable,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Yikes, Signal #2 in Northern Luzon. #PabloPH",Eyewitness,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @metofficestorms: Typhoon #Bopha slowly closing in on the Philippines for a second time. Peak winds still over 100 mph http://t.co/1u ...,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @SMARTCares: Extend help to #PabloPH affected countrymen via Red Cross. To donate,type RED &lt;AMOUNT&gt; to 4143. Valid amts: 10, 25 ...",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Prayers and condolences for our brothers and sisters who were affected by #PabloPH. Hope is eternal.,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Pacquiao fight won't affect typhoon search, rescue missions http://t.co/yHgbMGZu #PabloPH",Outsiders,Donations and volunteering,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"the sky, the music, the sheer passion. #greenpeace #relief #mindanao #pabloPH http://t.co/KUBtm1q9",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @iabano: 475 dead, 200,000 homeless as a result of Super Typhoon Bopha in the Philippines. How long will we bear the brunt of climate ...",Media,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.77E+17,#Typhoon #Bopha looks like it will be heading to #Luzon | http://t.co/93DxqeKq,Outsiders,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @MrHammerRoa: Hey#CDO! @the_bloomfields rocking it out here at @AyalaCentrio's bridgeway and they are singing Beatle songs!! #Centrio ...,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @DonyaAngelica: @MMDA  Kasuhan nyo si  #PabloPh , di sumusunod sa batas trapiko! ang kapal ng Mukha! nag U-Turn ang hayop!",Outsiders,Not applicable,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @ABSCBNNews: Philippines braces for Typhoon Pablo's return http://t.co/nEe0WrBx,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Si #PabloPH parang nag tour of the Philippines - Mindanao to Luzon. #overstaying,Outsiders,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,Typhoon Bopha (Bagyong Pablo) Update December 8 2012 | Zuly Zami http://t.co/No4FozUb,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Masyado nang clingy 'tong si #PabloPH  gusto pa maglandfall ulit pero sa Luzon naman. TAMA NA PLEASE!,Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @parengjoserizal: Our Tourism Slogan, It's more fun in the Philippines, were targeted to foreigners not typhoons... #PabloPH Umayos ka!",Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,@nababaha Hindi po ako masyado nanonood ng news. Paupdate naman po sa #PabloPH. Babalik nga po ba talaga sa PH? How long &amp; affected areas?,Outsiders,Caution and advice,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @ANCALERTS: Signal #2: Ilocos Norte, Ilocos Sur, La Union #PabloPH",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @ABSCBN_Fdn: Sagip Kapamilya bank Account numbers for Typhoon Pablo:  BDO, BPI, PNB, Metrobank http://t.co/YWIE8pgq",Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @PhilstarNews: Death toll from Typhoon Pablo nears 600 @PhilstarNews http://t.co/pFIRmT39 via @sharethis,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.77E+17,RT @AlodiaAlmira: Prayers for those affected by typhoon #PabloPH ...stay safe everyone!,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,RT @ANCALERTS: Typhoon Pablo has max. sustained winds of 120kph near the center &amp; gustiness of up to 150kph #PabloPH,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,#PabloPH amn baka ikutin mo pa ang pilipinas.....wag amn po......:(((,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,"Ito yung kuha sa satellite ng bagyong 'Pablo' nung December 2,grabe,nakakakilabot .. #PabloPH #RescuePH http://t.co/Kqp1CDHX",Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @carooxfam: #typhoon bopha  #Oxfam rolls out emergency response for towns completely devastated in southern Mindanao, PHL http://t.co ...",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,Ano bang nakalimutan nitong si #PabloPH. Di pa kuntento? @ABSCBNNews: Philippines braces for Typhoon Pablo's return http://t.co/O7srxKtg,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,Praying for those who affected by #PabloPH . Stay safe!,Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.77E+17,Typhoon Bopha threatens Philippines again: A rare cloud formation is seen amidst destroyed banana plantation fou... http://t.co/Yd8yj8xV,Outsiders,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"RT @breakingstorm: Typhoon Bopha makes unexpected turn, forecast to make landfall in the Philippines again Sunday - @BPbreakingnews http ...",Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.77E+17,"@MikeMasco  It won't happen until Typhoon Bopha recurves north and carves a trough IMO, maybe that will be the pattern changer",Eyewitness,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,Hoy toca salir con @LauraMmurillo #Miriam y #Pablo uuuueeee ajajajjaa,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.78E+17,RT @lauramart95: Buena barbacoa con @marigarcia1995 @fanii33 @alvaro_phineas @MarcosMarquez11 @JositoDj @Carlos_RG6 #pablo y #rubi http: ...,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.78E+17,"'Pablo,' bahagyang humina; posibleng mag-landfall sa Ilocos Norte http://t.co/LKYL2ys9 #PabloPH http://t.co/N7LLHpyy",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"NDRRMC Latest Report #PabloPH: 464 dead, 465 hurt, 702 missing",Government,Affected individuals,Related and informative,EMS/Firefighter/Police,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,RT @ABSCBNNews: Typhoon Pablo to make landfall in Luzon http://t.co/KTUiPVNZ |via @ANCALERTS,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,Me caga que me dejen con la duda #PABLO.,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.78E+17,RT @Dugong_Bayani: JOEY AYALA performs for Typhoon Pablo victims. Watch him along with many other artists!... http://t.co/5c4k2rmg,NGOs,Donations and volunteering,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,"Umakyat na sa 464 ang bilang ng mga nasawi, 702 pa ang nawawala sa pananalanta ng #PabloPH, ayon sa NDRRMC -- ulat ni Isa Avendano",Outsiders,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"Manny, ipadama mo ang hagupit Bagyong Pablo kay Marquez!!! #PacMarquez #GoForKO #PabloPH",Outsiders,Sympathy and support,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,@thetrooper_12 Typhoon Bopha returns to Philippines: MANILA  - Heavy rain brought flooding fears in the n... http://t.co/575D0t5r #bnbah,Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"WEATHER BULLETIN #24 TROPICAL CYCLONE WARNING: TROPICAL DEPRESSION “#PabloPH” (BOPHA)  ISSUED AT 10:00 AM, 09... http://t.co/RSCmucFQ",Media,Caution and advice,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,Dramatic twist: Typhoon Bopha to strike Philippines again - RT - by: Anonymous ... RT Dramatic twist: Typhoon Bopha... http://t.co/oCLdnx8X,Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @breakingstorm: 548 people confirmed dead and 827 missing in Philippines from Typhoon Bopha - @AFP http://t.co/dmJzf9Ll,Media,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,PNP ready to assist in identifying typhoon Pablo’s victims http://t.co/YB4sB9V2,Government,Donations and volunteering,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,why haven't we seen more coverage of the devastation #PABLO caused in the #Philippines? death toll 500+ &amp; counting!,Outsiders,Affected individuals,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,"RT @rapplerdotcom: 'Pablo' victims beg for food http://t.co/ApMBm6hs Have mercy on us, please donate, one sign said. #PabloPH #Bopha # ...",Media,Sympathy and support,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,"RT @abeolandres: #WalangPasok tomorrow, December 10, 2012, as Palace declares National Day of Mourning. #filipinopride",Outsiders,Caution and advice,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,RT @jboygonzalessj: Pacquiao lost. Period. No meta meanings. Now our attention to #PabloPH.,Not labeled,Not labeled,Not related,other,Typhoon,Other,,,,,,
2.78E+17,@jboygonzalessj: Pacquiao lost. Period. No meta meanings. Now our attention to #PabloPH.,Outsiders,Not applicable,Related - but not informative,other,Typhoon,Other,,,,,,
2.78E+17,RT @ANCALERTS: NDRRMC: 'Pablo' death toll now at 540 http://t.co/5jD1DxBs #PabloPH,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.78E+17,"RT @DZMMTeleRadyo: PAGASA: #PabloPH, isa na lamang low pressure area (LPA) | via Dexter Ganibe",Media,Caution and advice,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,RT @fredymorgan81: A typhoon in the Phillipines.Typhoon Bopha has killed 540 people!,Media,Affected individuals,Related and informative,EMS,Typhoon,MMU/CERT,,,,,,
2.78E+17,Perfect! @vicmadz: @butchishere Basic facial at Php 200. #Zenbiosis #CDO,Not labeled,Not labeled,Not related,other,Typhoon,Other,,,,,,
2.78E+17,ALELUYA!!! LPA na lang si #PabloPH!!!,Outsiders,Caution and advice,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,@KMJS God has a good plan for the typhoon Pablo victims just continue praying,Media,Sympathy and support,Related - but not informative,other,Typhoon,Other,,,,,,
2.78E+17,"Any amt will go a long way for those affected by #PabloPH! Drop by the booth in Gonzaga Caf tom til Fri, 1030-430 pm!☺ http://t.co/oFC8Kcn8",NGOs,Donations and volunteering,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,#abscbn @ANCALERTS Typhoon Pablo to make landfall in Luzon http://t.co/2fmpfDms,Media,Other Useful Information,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,"RT @rapplerdotcom: A lot of our kababayans still need your help. Read: 177,801 in evacuation centers after #PabloPH http://t.co/qGdcZTTh ...",Media,Donations and volunteering,Related and informative,other,Typhoon,Other,,,,,,
2.78E+17,#20PersonasQueHicieronDeMi2012AlgoIncreible Los tipicos mi gente @Raul_lucifer #Gines #CarlosA #Antonio #Rueda #Carlicos #Pablo #Juan David,Not labeled,Not labeled,Not applicable,other,Typhoon,Other,,,,,,
2.78E+17,Typhoon Bopha: Fears for Philippines missing - BBC News http://t.co/osw7pvKN,Media,Affected individuals,Related and informative,Firefighter/Police,Typhoon,Dispatch/USAR,,,,,,
2.78E+17,Typhoon Bopha Leaves Hundreds Of Fishermen Missing In Philippines http://t.co/ZahpsfTS  #tech #technology,Media,Affected individuals,Related and informative,Firefighter/Police,Typhoon,Dispatch/USAR,,,,,,
2.78E+17,BBC News UK Many still missing in Philippines: The number of people missing after Typhoon Bopha swept through th... http://t.co/YoAO5AG9,Media,Affected individuals,Related and informative,Firefighter/Police,Typhoon,Dispatch/USAR,,,,,,
2.78E+17,Many still missing in Philippines: The number of people missing after Typhoon Bopha swept through the Philippine... http://t.co/sfLLBrJh,Media,Affected individuals,Related and informative,Firefighter/Police,Typhoon,Dispatch/USAR,,,,,,
2.78E+17,Typhoon Bopha Leaves Hundreds Of Fishermen Missing In Philippines http://t.co/0UwKDVWz,Media,Affected individuals,Related and informative,Firefighter/Police,Typhoon,Dispatch/USAR,,,,,,
2.78E+17,How the UN Used Social Media in Response to Typhoon Pablo (Updated) http://t.co/WFzJeS2k,Government,Donations and volunteering,Related - but not informative,other,Typhoon,Other,,,,,,
2.78E+17,"Sagip Kapamilya relief efforts for the victims of Typhoon Pablo (as of December 7, 2012, 5:00pm) http://t.co/QD2RYsj8 via @lopezlinkph",NGOs,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @News5AKSYON: TULONG KAPATID | MVP Telethon hopes to raise P100-M for Typhoon Pablo victims http://t.co/ModK51u8,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,Let's pray for the victims of Typhoon Pablo. I believe it's a wakeup call to all of us that we need to take care of our mother earth...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @migzzubiri: Ways to donate: PayPal, Ushare, GreenPeso, PayDollar &amp; Multiply. #PabloPH http://t.co/cJUVsHpl",Government,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @maria_ressa: Social media wRap: #PabloPH's wrath, #RoyalBaby, #PacquiaoKO http://t.co/6021GhwX via @rapplerdotcom",Media,Other Useful Information,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,A school devastated by #TyphoonBopha. Children can't really go back to school the soonest. #sadreality.@WorldVisionPH http://t.co/h0O6GuTf,NGOs,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @SMARTCares: Help #PabloPH victims through #TulongKapatid, an MVP Telethon. Now ongoing via TV5. http://t.co/0ZA7avvU",Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @ANCALERTS: Latest from NDRRMC: 647 dead, 1,482 injured, 780 missing due to Typhoon Pablo #PabloPH",Media,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,Nakaka-awa naman mga kapamilya natin sa Mindanao at Visayas. :'(( I wish i could help them :/   #PabloPH,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,"I remember strolling in ds place during summer vacations. Dis isn't my alma matter, but my cousin's.#PabloPH http://t.co/q65ZWIb5",Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.78E+17,"#reliefPH:(DEVELOPING)Maynilad Water Services Inc. has pledged P1 million to #TulongKapatid, an @iamMVP telethon (cont) http://t.co/PdgIo2an",Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @ABSCBNNews: Typhoon Pablo toll: 647 dead, 780 missing http://t.co/cGhU02NY",Media,Affected individuals,Related and informative,Police/EMS/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,Pack and donate clothes! Make sure our words are backed up by actions. #PabloPH,Outsiders,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @martaguillen_: @royicaused @Evaused @MiguelMelendo10 @ArzuPardos_TEXT @ripoused @vicenbauer @isma_morlanes #pablo #maricampi http:// ...,Not labeled,Not labeled,Not applicable,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @interaksyon: As of 11:43 this evening, #TulongKapatid has raised more than P100 million for #PabloPH victims, an amount raised in si ...",Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,“The death toll in the Philippines from Typhoon Bopha rises to 647 with 780 people still missing.”,Media,Affected individuals,Related and informative,Police/EMS/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,@Sam_Southgate @peterjsouthgate #northpole2015 #Pablo's40th you in??,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @gmanews: #PabloPH: Patay- 647, Nawawala - 780, Sugatan - 1482 according to NDRRMC (as of 5AM, Dec. 10) | via @UnangHirit",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @febbie02: Lord help those people who need you now especially those who affected by#PabloPH...i know that you will guide them..thank  ...,Outsiders,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @kuyakim_atienza: A special prayer this morning for Mindanao and all  typhoon pablo victims and survivors.,Media,Sympathy and support,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @shohan8: Tremenda partida con @robertmorrdj @evilnow @a_ossorno y #Pablo VAMOS GENTEEE!!!!!! #WarZ  #SonsOfSurvivor,Not labeled,Not labeled,Not related,Other,Typhoon,Other,,,,,,
2.78E+17,"Jusin, at least what you can do now is to help  the victims of Typhoon Pablo in the Philippines  #RespectThePhilippinesBieber",Outsiders,Donations and volunteering,Related - but not informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @olivermarvelous: #RespectThePhilippinesBieber     Justin  Go to Mindanao and help the victims of Typhoon Pablo,Outsiders,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"RT @ABSCBNNews: 714 dead, 890 missing due to #PabloPH - NDRRMC",Media,Affected individuals,Related and informative,EMS/Police/Firefighter,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,RT @imogenwall: Utter destruction on the East Coast of #Mindanao #Philippines - near #Cateel #boston #baganga #pabloph - @UNOCHA http:// ...,NGOs,Infrastructure and utilities,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @sergeysus: Typhoon Bopha  http://t.co/EI9UNjAJ,Outsiders,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @newsbreak_ph: Mild quakes cause panic in typhoon-battered Davao Oriental http://t.co/PDqmKR0q #PabloPH,Media,Other Useful Information,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @govph: Filipinos in Dubai raise funds for #PabloPH victims http://t.co/GvN533RX #reliefPH,Media,Donations and volunteering,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,RT @GaryValenciano1: 225 bodies recovered. Over 500 still missing. All this due to typhoon Pablo. Lord keep us sensitive to the needs of ...,Outsiders,Affected individuals,Related and informative,Police/EMS,Typhoon,MMU/Dispatch/USAR/CERT,,,,,,
2.78E+17,RT @metmex: #NASA revela impresionante imagen tomada dsd la EEI del Tifón #BOPHA que dejó muerte y destrucción en #Filipinas http://t.co ...,Outsiders,Not applicable,Related and informative,Other,Typhoon,Other,,,,,,
2.78E+17,"sinag: theatlantic:  In Focus: Typhoon Bopha Last week, the southern Philippines was struck by Typhoon Bopha,… http://t.co/lSWAXmLx",Media,Affected individuals,Related and informative,Other,Typhoon,Other,,,,,,
